Time,Source,Destination,Protocol,Length,Info
26.811683,23.1.246.10,192.168.1.9,TCP,1514,443  >  53347 [ACK] Seq=27573 Ack=1568 Win=32000 Len=1448 TSval=3214530759 TSecr=1074020150 [TCP segment of a reassembled PDU]
26.811684,23.1.246.10,192.168.1.9,TCP,1514,443  >  53347 [ACK] Seq=29021 Ack=1568 Win=32000 Len=1448 TSval=3214530759 TSecr=1074020150 [TCP segment of a reassembled PDU]
26.811685,23.1.246.10,192.168.1.9,TCP,1522,443  >  53347 [ACK] Seq=30469 Ack=1568 Win=32000 Len=1448 TSval=3214530759 TSecr=1074020150 [TCP segment of a reassembled PDU]
26.811687,23.1.246.10,192.168.1.9,TCP,1514,443  >  53347 [ACK] Seq=31917 Ack=1568 Win=32000 Len=1448 TSval=3214530759 TSecr=1074020151 [TCP segment of a reassembled PDU]
26.811688,23.1.246.10,192.168.1.9,TCP,1514,443  >  53347 [ACK] Seq=33365 Ack=1568 Win=32000 Len=1448 TSval=3214530759 TSecr=1074020151 [TCP segment of a reassembled PDU]
26.811689,23.1.246.10,192.168.1.9,TCP,1514,443  >  53347 [ACK] Seq=34813 Ack=1568 Win=32000 Len=1448 TSval=3214530759 TSecr=1074020151 [TCP segment of a reassembled PDU]
26.811689,23.1.246.10,192.168.1.9,TLSv1.3,1514,Application Data [TCP segment of a reassembled PDU]
26.811717,192.168.1.9,23.1.246.10,TCP,66,53347  >  443 [ACK] Seq=1568 Ack=29021 Win=129600 Len=0 TSval=1074020180 TSecr=3214530759
26.811717,192.168.1.9,23.1.246.10,TCP,66,53347  >  443 [ACK] Seq=1568 Ack=31917 Win=126720 Len=0 TSval=1074020180 TSecr=3214530759
26.81173,192.168.1.9,23.1.246.10,TCP,66,53347  >  443 [ACK] Seq=1568 Ack=34813 Win=123776 Len=0 TSval=1074020180 TSecr=3214530759
26.81173,192.168.1.9,23.1.246.10,TCP,66,53347  >  443 [ACK] Seq=1568 Ack=37709 Win=120896 Len=0 TSval=1074020180 TSecr=3214530759
26.811753,192.168.1.9,23.1.246.10,TCP,66,[TCP Window Update] 53347  >  443 [ACK] Seq=1568 Ack=37709 Win=130048 Len=0 TSval=1074020180 TSecr=3214530759
26.812906,23.1.246.10,192.168.1.9,TLSv1.3,1514,Application Data [TCP segment of a reassembled PDU]
26.812907,23.1.246.10,192.168.1.9,TCP,1514,443  >  53347 [ACK] Seq=39157 Ack=1568 Win=32000 Len=1448 TSval=3214530759 TSecr=1074020151 [TCP segment of a reassembled PDU]
26.812908,23.1.246.10,192.168.1.9,TCP,1514,443  >  53347 [ACK] Seq=40605 Ack=1568 Win=32000 Len=1448 TSval=3214530759 TSecr=1074020151 [TCP segment of a reassembled PDU]
26.812909,23.1.246.10,192.168.1.9,TCP,1514,443  >  53347 [ACK] Seq=42053 Ack=1568 Win=32000 Len=1448 TSval=3214530759 TSecr=1074020151 [TCP segment of a reassembled PDU]
26.81291,23.1.246.10,192.168.1.9,TCP,1514,443  >  53347 [ACK] Seq=43501 Ack=1568 Win=32000 Len=1448 TSval=3214530759 TSecr=1074020151 [TCP segment of a reassembled PDU]
26.812911,23.1.246.10,192.168.1.9,TCP,1514,443  >  53347 [ACK] Seq=44949 Ack=1568 Win=32000 Len=1448 TSval=3214530759 TSecr=1074020151 [TCP segment of a reassembled PDU]
26.812939,192.168.1.9,23.1.246.10,TCP,66,53347  >  443 [ACK] Seq=1568 Ack=40605 Win=128128 Len=0 TSval=1074020182 TSecr=3214530759
26.812939,192.168.1.9,23.1.246.10,TCP,66,53347  >  443 [ACK] Seq=1568 Ack=43501 Win=125248 Len=0 TSval=1074020182 TSecr=3214530759
26.81294,192.168.1.9,23.1.246.10,TCP,66,53347  >  443 [ACK] Seq=1568 Ack=46397 Win=122368 Len=0 TSval=1074020182 TSecr=3214530759
26.813015,192.168.1.9,23.1.246.10,TCP,66,[TCP Window Update] 53347  >  443 [ACK] Seq=1568 Ack=46397 Win=131072 Len=0 TSval=1074020182 TSecr=3214530759
26.813774,23.1.246.10,192.168.1.9,TCP,1514,443  >  53347 [ACK] Seq=46397 Ack=1568 Win=32000 Len=1448 TSval=3214530759 TSecr=1074020151 [TCP segment of a reassembled PDU]
26.813776,23.1.246.10,192.168.1.9,TCP,1514,443  >  53347 [ACK] Seq=47845 Ack=1568 Win=32000 Len=1448 TSval=3214530759 TSecr=1074020151 [TCP segment of a reassembled PDU]
26.813777,23.1.246.10,192.168.1.9,TCP,1514,443  >  53347 [ACK] Seq=49293 Ack=1568 Win=32000 Len=1448 TSval=3214530759 TSecr=1074020151 [TCP segment of a reassembled PDU]
26.813778,23.1.246.10,192.168.1.9,TCP,1514,443  >  53347 [ACK] Seq=50741 Ack=1568 Win=32000 Len=1448 TSval=3214530759 TSecr=1074020151 [TCP segment of a reassembled PDU]
26.813779,23.1.246.10,192.168.1.9,TCP,1522,443  >  53347 [ACK] Seq=52189 Ack=1568 Win=32000 Len=1448 TSval=3214530759 TSecr=1074020151 [TCP segment of a reassembled PDU]
26.81378,23.1.246.10,192.168.1.9,TCP,1522,443  >  53347 [ACK] Seq=53637 Ack=1568 Win=32000 Len=1448 TSval=3214530759 TSecr=1074020151 [TCP segment of a reassembled PDU]
26.81378,23.1.246.10,192.168.1.9,TLSv1.3,1514,Application Data [TCP segment of a reassembled PDU]
26.813781,23.1.246.10,192.168.1.9,TCP,1514,443  >  53347 [ACK] Seq=56533 Ack=1568 Win=32000 Len=1448 TSval=3214530759 TSecr=1074020151 [TCP segment of a reassembled PDU]
26.813782,23.1.246.10,192.168.1.9,TCP,1514,443  >  53347 [ACK] Seq=57981 Ack=1568 Win=32000 Len=1448 TSval=3214530759 TSecr=1074020151 [TCP segment of a reassembled PDU]
26.813783,23.1.246.10,192.168.1.9,TCP,1514,443  >  53347 [ACK] Seq=59429 Ack=1568 Win=32000 Len=1448 TSval=3214530759 TSecr=1074020151 [TCP segment of a reassembled PDU]
26.813784,23.1.246.10,192.168.1.9,TCP,1522,443  >  53347 [ACK] Seq=60877 Ack=1568 Win=32000 Len=1448 TSval=3214530759 TSecr=1074020151 [TCP segment of a reassembled PDU]
26.813785,23.1.246.10,192.168.1.9,TCP,1522,443  >  53347 [ACK] Seq=62325 Ack=1568 Win=32000 Len=1448 TSval=3214530759 TSecr=1074020151 [TCP segment of a reassembled PDU]
26.813786,23.1.246.10,192.168.1.9,TCP,1514,443  >  53347 [ACK] Seq=63773 Ack=1568 Win=32000 Len=1448 TSval=3214530759 TSecr=1074020151 [TCP segment of a reassembled PDU]
26.813822,192.168.1.9,23.1.246.10,TCP,66,53347  >  443 [ACK] Seq=1568 Ack=49293 Win=128128 Len=0 TSval=1074020182 TSecr=3214530759
26.813822,192.168.1.9,23.1.246.10,TCP,66,53347  >  443 [ACK] Seq=1568 Ack=52189 Win=125248 Len=0 TSval=1074020182 TSecr=3214530759
26.813822,192.168.1.9,23.1.246.10,TCP,66,53347  >  443 [ACK] Seq=1568 Ack=55085 Win=122368 Len=0 TSval=1074020182 TSecr=3214530759
26.813838,192.168.1.9,23.1.246.10,TCP,66,53347  >  443 [ACK] Seq=1568 Ack=57981 Win=119488 Len=0 TSval=1074020182 TSecr=3214530759
26.813838,192.168.1.9,23.1.246.10,TCP,66,53347  >  443 [ACK] Seq=1568 Ack=60877 Win=116544 Len=0 TSval=1074020182 TSecr=3214530759
26.813838,192.168.1.9,23.1.246.10,TCP,66,53347  >  443 [ACK] Seq=1568 Ack=63773 Win=113664 Len=0 TSval=1074020182 TSecr=3214530759
26.81385,192.168.1.9,23.1.246.10,TCP,66,53347  >  443 [ACK] Seq=1568 Ack=65221 Win=121216 Len=0 TSval=1074020182 TSecr=3214530759
26.813966,192.168.1.9,23.1.246.10,TCP,66,[TCP Window Update] 53347  >  443 [ACK] Seq=1568 Ack=65221 Win=131072 Len=0 TSval=1074020183 TSecr=3214530759
26.814743,23.1.246.10,192.168.1.9,TCP,1514,443  >  53347 [ACK] Seq=65221 Ack=1568 Win=32000 Len=1448 TSval=3214530759 TSecr=1074020151 [TCP segment of a reassembled PDU]
26.814745,23.1.246.10,192.168.1.9,TLSv1.3,1514,Application Data [TCP segment of a reassembled PDU]
26.814746,23.1.246.10,192.168.1.9,TCP,1522,443  >  53347 [ACK] Seq=68117 Ack=1568 Win=32000 Len=1448 TSval=3214530759 TSecr=1074020151 [TCP segment of a reassembled PDU]
26.814747,23.1.246.10,192.168.1.9,TCP,1514,443  >  53347 [ACK] Seq=69565 Ack=1568 Win=32000 Len=1448 TSval=3214530759 TSecr=1074020151 [TCP segment of a reassembled PDU]
26.814748,23.1.246.10,192.168.1.9,TCP,1514,443  >  53347 [ACK] Seq=71013 Ack=1568 Win=32000 Len=1448 TSval=3214530759 TSecr=1074020151 [TCP segment of a reassembled PDU]
26.814749,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=95387 Ack=3669 Win=36096 Len=1448 TSval=376691796 TSecr=1074020159 [TCP segment of a reassembled PDU]
26.814749,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=96835 Ack=3669 Win=36096 Len=1448 TSval=376691796 TSecr=1074020159 [TCP segment of a reassembled PDU]
26.814751,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=98283 Ack=3669 Win=36096 Len=1448 TSval=376691796 TSecr=1074020159 [TCP segment of a reassembled PDU]
26.814752,13.224.122.202,192.168.1.9,TLSv1.2,1514,"Application Data, Application Data"
26.814753,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=101179 Ack=3669 Win=36096 Len=1448 TSval=376691796 TSecr=1074020159 [TCP segment of a reassembled PDU]
26.814753,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=102627 Ack=3669 Win=36096 Len=1448 TSval=376691796 TSecr=1074020159 [TCP segment of a reassembled PDU]
26.814781,192.168.1.9,23.1.246.10,TCP,66,53347  >  443 [ACK] Seq=1568 Ack=68117 Win=128128 Len=0 TSval=1074020183 TSecr=3214530759
26.814781,192.168.1.9,23.1.246.10,TCP,66,53347  >  443 [ACK] Seq=1568 Ack=71013 Win=125248 Len=0 TSval=1074020183 TSecr=3214530759
26.814802,192.168.1.9,13.224.122.202,TCP,66,53352  >  443 [ACK] Seq=3669 Ack=98283 Win=128128 Len=0 TSval=1074020183 TSecr=376691796
26.814802,192.168.1.9,13.224.122.202,TCP,66,53352  >  443 [ACK] Seq=3669 Ack=101179 Win=125248 Len=0 TSval=1074020183 TSecr=376691796
26.814802,192.168.1.9,13.224.122.202,TCP,66,53352  >  443 [ACK] Seq=3669 Ack=104075 Win=122368 Len=0 TSval=1074020183 TSecr=376691796
26.814803,192.168.1.9,13.224.122.202,TCP,66,[TCP Window Update] 53352  >  443 [ACK] Seq=3669 Ack=104075 Win=127360 Len=0 TSval=1074020183 TSecr=376691796
26.814862,192.168.1.9,23.1.246.10,TCP,66,53347  >  443 [ACK] Seq=1568 Ack=72461 Win=131072 Len=0 TSval=1074020183 TSecr=3214530759
26.814902,192.168.1.9,13.224.122.202,TCP,66,[TCP Window Update] 53352  >  443 [ACK] Seq=3669 Ack=104075 Win=131072 Len=0 TSval=1074020183 TSecr=376691796
26.815242,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=104075 Ack=3669 Win=36096 Len=1448 TSval=376691797 TSecr=1074020165 [TCP segment of a reassembled PDU]
26.815243,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=105523 Ack=3669 Win=36096 Len=1448 TSval=376691797 TSecr=1074020165 [TCP segment of a reassembled PDU]
26.815261,192.168.1.9,13.224.122.202,TCP,66,53352  >  443 [ACK] Seq=3669 Ack=106971 Win=128128 Len=0 TSval=1074020184 TSecr=376691797
26.815289,192.168.1.9,13.224.122.202,TCP,66,[TCP Window Update] 53352  >  443 [ACK] Seq=3669 Ack=106971 Win=131072 Len=0 TSval=1074020184 TSecr=376691797
26.815881,99.86.129.92,192.168.1.9,TCP,1514,443  >  53363 [ACK] Seq=4368 Ack=5582 Win=39936 Len=1448 TSval=370041002 TSecr=1074020154 [TCP segment of a reassembled PDU]
26.815882,99.86.129.92,192.168.1.9,TCP,1514,443  >  53363 [ACK] Seq=5816 Ack=5582 Win=39936 Len=1448 TSval=370041002 TSecr=1074020154 [TCP segment of a reassembled PDU]
26.815883,99.86.129.92,192.168.1.9,TCP,1514,443  >  53363 [ACK] Seq=7264 Ack=5582 Win=39936 Len=1448 TSval=370041002 TSecr=1074020154 [TCP segment of a reassembled PDU]
26.815884,99.86.129.92,192.168.1.9,TLSv1.2,334,Application Data
26.815908,192.168.1.9,99.86.129.92,TCP,66,53363  >  443 [ACK] Seq=5582 Ack=7264 Win=128128 Len=0 TSval=1074020184 TSecr=370041002
26.815908,192.168.1.9,99.86.129.92,TCP,66,53363  >  443 [ACK] Seq=5582 Ack=8980 Win=126400 Len=0 TSval=1074020184 TSecr=370041002
26.815924,192.168.1.9,99.86.129.92,TCP,66,[TCP Window Update] 53363  >  443 [ACK] Seq=5582 Ack=8980 Win=131072 Len=0 TSval=1074020184 TSecr=370041002
26.81663,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=106971 Ack=3669 Win=36096 Len=1448 TSval=376691797 TSecr=1074020165 [TCP segment of a reassembled PDU]
26.816632,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=108419 Ack=3669 Win=36096 Len=1448 TSval=376691797 TSecr=1074020165 [TCP segment of a reassembled PDU]
26.816633,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=109867 Ack=3669 Win=36096 Len=1448 TSval=376691797 TSecr=1074020165 [TCP segment of a reassembled PDU]
26.816634,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=111315 Ack=3669 Win=36096 Len=1448 TSval=376691797 TSecr=1074020165 [TCP segment of a reassembled PDU]
26.816635,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=112763 Ack=3669 Win=36096 Len=1448 TSval=376691797 TSecr=1074020165 [TCP segment of a reassembled PDU]
26.816636,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=114211 Ack=3669 Win=36096 Len=1448 TSval=376691797 TSecr=1074020165 [TCP segment of a reassembled PDU]
26.816666,192.168.1.9,13.224.122.202,TCP,66,53352  >  443 [ACK] Seq=3669 Ack=109867 Win=128128 Len=0 TSval=1074020185 TSecr=376691797
26.816666,192.168.1.9,13.224.122.202,TCP,66,53352  >  443 [ACK] Seq=3669 Ack=112763 Win=125248 Len=0 TSval=1074020185 TSecr=376691797
26.816666,192.168.1.9,13.224.122.202,TCP,66,53352  >  443 [ACK] Seq=3669 Ack=115659 Win=122368 Len=0 TSval=1074020185 TSecr=376691797
26.816683,192.168.1.9,13.224.122.202,TCP,66,[TCP Window Update] 53352  >  443 [ACK] Seq=3669 Ack=115659 Win=131072 Len=0 TSval=1074020185 TSecr=376691797
26.817332,13.224.122.202,192.168.1.9,TLSv1.2,1514,"Application Data, Application Data"
26.817334,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=117107 Ack=3669 Win=36096 Len=1448 TSval=376691797 TSecr=1074020165 [TCP segment of a reassembled PDU]
26.817368,192.168.1.9,13.224.122.202,TCP,66,53352  >  443 [ACK] Seq=3669 Ack=118555 Win=128128 Len=0 TSval=1074020185 TSecr=376691797
26.817502,192.168.1.9,13.224.122.202,TCP,66,[TCP Window Update] 53352  >  443 [ACK] Seq=3669 Ack=118555 Win=131072 Len=0 TSval=1074020185 TSecr=376691797
26.818075,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=118555 Ack=3669 Win=36096 Len=1448 TSval=376691797 TSecr=1074020165 [TCP segment of a reassembled PDU]
26.818077,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=120003 Ack=3669 Win=36096 Len=1448 TSval=376691797 TSecr=1074020165 [TCP segment of a reassembled PDU]
26.8181,192.168.1.9,13.224.122.202,TCP,66,53352  >  443 [ACK] Seq=3669 Ack=121451 Win=128128 Len=0 TSval=1074020186 TSecr=376691797
26.81813,192.168.1.9,13.224.122.202,TCP,66,[TCP Window Update] 53352  >  443 [ACK] Seq=3669 Ack=121451 Win=131072 Len=0 TSval=1074020186 TSecr=376691797
26.818776,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=121451 Ack=3669 Win=36096 Len=1448 TSval=376691797 TSecr=1074020165 [TCP segment of a reassembled PDU]
26.818778,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=122899 Ack=3669 Win=36096 Len=1448 TSval=376691797 TSecr=1074020165 [TCP segment of a reassembled PDU]
26.818798,192.168.1.9,13.224.122.202,TCP,66,53352  >  443 [ACK] Seq=3669 Ack=124347 Win=128128 Len=0 TSval=1074020186 TSecr=376691797
26.818828,192.168.1.9,13.224.122.202,TCP,66,[TCP Window Update] 53352  >  443 [ACK] Seq=3669 Ack=124347 Win=131072 Len=0 TSval=1074020186 TSecr=376691797
26.819383,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=124347 Ack=3669 Win=36096 Len=1448 TSval=376691797 TSecr=1074020165 [TCP segment of a reassembled PDU]
26.819385,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=125795 Ack=3669 Win=36096 Len=1448 TSval=376691797 TSecr=1074020165 [TCP segment of a reassembled PDU]
26.819401,192.168.1.9,13.224.122.202,TCP,66,53352  >  443 [ACK] Seq=3669 Ack=127243 Win=128128 Len=0 TSval=1074020187 TSecr=376691797
26.819429,192.168.1.9,13.224.122.202,TCP,66,[TCP Window Update] 53352  >  443 [ACK] Seq=3669 Ack=127243 Win=131072 Len=0 TSval=1074020187 TSecr=376691797
26.81993,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=127243 Ack=3669 Win=36096 Len=1448 TSval=376691797 TSecr=1074020170 [TCP segment of a reassembled PDU]
26.819932,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=128691 Ack=3669 Win=36096 Len=1448 TSval=376691797 TSecr=1074020170 [TCP segment of a reassembled PDU]
26.819956,192.168.1.9,13.224.122.202,TCP,66,53352  >  443 [ACK] Seq=3669 Ack=130139 Win=128128 Len=0 TSval=1074020187 TSecr=376691797
26.819972,192.168.1.9,13.224.122.202,TCP,66,[TCP Window Update] 53352  >  443 [ACK] Seq=3669 Ack=130139 Win=131072 Len=0 TSval=1074020187 TSecr=376691797
26.820631,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=130139 Ack=3669 Win=36096 Len=1448 TSval=376691797 TSecr=1074020170 [TCP segment of a reassembled PDU]
26.820633,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=131587 Ack=3669 Win=36096 Len=1448 TSval=376691797 TSecr=1074020170 [TCP segment of a reassembled PDU]
26.820657,192.168.1.9,13.224.122.202,TCP,66,53352  >  443 [ACK] Seq=3669 Ack=133035 Win=128128 Len=0 TSval=1074020188 TSecr=376691797
26.820674,192.168.1.9,13.224.122.202,TCP,66,[TCP Window Update] 53352  >  443 [ACK] Seq=3669 Ack=133035 Win=131072 Len=0 TSval=1074020188 TSecr=376691797
26.820837,13.224.122.202,192.168.1.9,TLSv1.2,1514,"Application Data, Application Data"
26.821655,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=134483 Ack=3669 Win=36096 Len=1448 TSval=376691797 TSecr=1074020170 [TCP segment of a reassembled PDU]
26.821657,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=135931 Ack=3669 Win=36096 Len=1448 TSval=376691797 TSecr=1074020170 [TCP segment of a reassembled PDU]
26.821658,13.224.122.202,192.168.1.9,TLSv1.2,1514,Application Data [TCP segment of a reassembled PDU]
26.821681,192.168.1.9,13.224.122.202,TCP,66,53352  >  443 [ACK] Seq=3669 Ack=135931 Win=129600 Len=0 TSval=1074020189 TSecr=376691797
26.82169,192.168.1.9,13.224.122.202,TCP,66,53352  >  443 [ACK] Seq=3669 Ack=138827 Win=126720 Len=0 TSval=1074020189 TSecr=376691797
26.821701,192.168.1.9,13.224.122.202,TCP,66,[TCP Window Update] 53352  >  443 [ACK] Seq=3669 Ack=138827 Win=130048 Len=0 TSval=1074020189 TSecr=376691797
26.822548,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=138827 Ack=3669 Win=36096 Len=1448 TSval=376691797 TSecr=1074020170 [TCP segment of a reassembled PDU]
26.82255,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=140275 Ack=3669 Win=36096 Len=1448 TSval=376691797 TSecr=1074020170 [TCP segment of a reassembled PDU]
26.822552,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=141723 Ack=3669 Win=36096 Len=1448 TSval=376691797 TSecr=1074020170 [TCP segment of a reassembled PDU]
26.822574,192.168.1.9,13.224.122.202,TCP,66,53352  >  443 [ACK] Seq=3669 Ack=141723 Win=128128 Len=0 TSval=1074020189 TSecr=376691797
26.822581,192.168.1.9,13.224.122.202,TCP,66,53352  >  443 [ACK] Seq=3669 Ack=143171 Win=131072 Len=0 TSval=1074020189 TSecr=376691797
26.823502,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=143171 Ack=3669 Win=36096 Len=1448 TSval=376691797 TSecr=1074020170 [TCP segment of a reassembled PDU]
26.823505,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=144619 Ack=3669 Win=36096 Len=1448 TSval=376691797 TSecr=1074020170 [TCP segment of a reassembled PDU]
26.823506,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=146067 Ack=3669 Win=36096 Len=1448 TSval=376691797 TSecr=1074020170 [TCP segment of a reassembled PDU]
26.823543,192.168.1.9,13.224.122.202,TCP,66,53352  >  443 [ACK] Seq=3669 Ack=146067 Win=128128 Len=0 TSval=1074020190 TSecr=376691797
26.824177,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=147515 Ack=3669 Win=36096 Len=1448 TSval=376691798 TSecr=1074020170 [TCP segment of a reassembled PDU]
26.824205,192.168.1.9,13.224.122.202,TCP,66,53352  >  443 [ACK] Seq=3669 Ack=147515 Win=131072 Len=0 TSval=1074020190 TSecr=376691797
26.824405,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=148963 Ack=3669 Win=36096 Len=1448 TSval=376691798 TSecr=1074020170 [TCP segment of a reassembled PDU]
26.824407,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=150411 Ack=3669 Win=36096 Len=1448 TSval=376691798 TSecr=1074020170 [TCP segment of a reassembled PDU]
26.824434,192.168.1.9,13.224.122.202,TCP,66,53352  >  443 [ACK] Seq=3669 Ack=150411 Win=129600 Len=0 TSval=1074020190 TSecr=376691798
26.824541,192.168.1.9,13.224.122.202,TCP,66,53352  >  443 [ACK] Seq=3669 Ack=151859 Win=131072 Len=0 TSval=1074020190 TSecr=376691798
26.825571,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=151859 Ack=3669 Win=36096 Len=1448 TSval=376691798 TSecr=1074020170 [TCP segment of a reassembled PDU]
26.825573,13.224.122.202,192.168.1.9,TLSv1.2,1514,"Application Data, Application Data"
26.825607,192.168.1.9,13.224.122.202,TCP,66,53352  >  443 [ACK] Seq=3669 Ack=154755 Win=128128 Len=0 TSval=1074020192 TSecr=376691798
26.82571,192.168.1.9,13.224.122.202,TCP,66,[TCP Window Update] 53352  >  443 [ACK] Seq=3669 Ack=154755 Win=131072 Len=0 TSval=1074020192 TSecr=376691798
26.82596,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=154755 Ack=3669 Win=36096 Len=1448 TSval=376691798 TSecr=1074020171 [TCP segment of a reassembled PDU]
26.825961,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=156203 Ack=3669 Win=36096 Len=1448 TSval=376691798 TSecr=1074020171 [TCP segment of a reassembled PDU]
26.825962,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=157651 Ack=3669 Win=36096 Len=1448 TSval=376691798 TSecr=1074020171 [TCP segment of a reassembled PDU]
26.825983,192.168.1.9,13.224.122.202,TCP,66,53352  >  443 [ACK] Seq=3669 Ack=157651 Win=128128 Len=0 TSval=1074020192 TSecr=376691798
26.825994,192.168.1.9,13.224.122.202,TCP,66,53352  >  443 [ACK] Seq=3669 Ack=159099 Win=131072 Len=0 TSval=1074020192 TSecr=376691798
26.82676,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=159099 Ack=3669 Win=36096 Len=1448 TSval=376691798 TSecr=1074020172 [TCP segment of a reassembled PDU]
26.826761,13.224.122.202,192.168.1.9,TCP,1514,443  >  53352 [ACK] Seq=160547 Ack=3669 Win=36096 Len=1448 TSval=376691798 TSecr=1074020172 [TCP segment of a reassembled PDU]
26.826762,13.224.122.202,192.168.1.9,TLSv1.2,1074,Application Data
26.826783,192.168.1.9,13.224.122.202,TCP,66,53352  >  443 [ACK] Seq=3669 Ack=161995 Win=128128 Len=0 TSval=1074020193 TSecr=376691798
26.826784,192.168.1.9,13.224.122.202,TCP,66,53352  >  443 [ACK] Seq=3669 Ack=163003 Win=127168 Len=0 TSval=1074020193 TSecr=376691798
26.826791,192.168.1.9,13.224.122.202,TCP,66,[TCP Window Update] 53352  >  443 [ACK] Seq=3669 Ack=163003 Win=131072 Len=0 TSval=1074020193 TSecr=376691798
26.828306,192.168.1.9,192.168.1.1,DNS,71,Standard query 0x5ff6 A aa.agkn.com
26.845175,52.45.59.96,192.168.1.9,TCP,66,443  >  53359 [ACK] Seq=1 Ack=518 Win=28160 Len=0 TSval=1920396709 TSecr=1074020133
26.845477,52.45.59.96,192.168.1.9,TLSv1.2,1514,Server Hello
26.845479,52.45.59.96,192.168.1.9,TCP,1514,443  >  53359 [ACK] Seq=1449 Ack=518 Win=28160 Len=1448 TSval=1920396709 TSecr=1074020133 [TCP segment of a reassembled PDU]
26.845511,192.168.1.9,52.45.59.96,TCP,66,53359  >  443 [ACK] Seq=518 Ack=2897 Win=128832 Len=0 TSval=1074020211 TSecr=1920396709
26.847192,52.45.59.96,192.168.1.9,TCP,1266,"443  >  53359 [PSH, ACK] Seq=2897 Ack=518 Win=28160 Len=1200 TSval=1920396709 TSecr=1074020133 [TCP segment of a reassembled PDU]"
26.847194,52.45.59.96,192.168.1.9,TLSv1.2,1266,"Certificate, Server Key Exchange, Server Hello Done"
26.847194,192.168.1.1,192.168.1.9,DNS,103,Standard query response 0x5ff6 A aa.agkn.com A 156.154.202.36 A 156.154.136.36
26.847225,192.168.1.9,52.45.59.96,TCP,66,53359  >  443 [ACK] Seq=518 Ack=4097 Win=129856 Len=0 TSval=1074020212 TSecr=1920396709
26.847225,192.168.1.9,52.45.59.96,TCP,66,53359  >  443 [ACK] Seq=518 Ack=5297 Win=128640 Len=0 TSval=1074020212 TSecr=1920396711
26.84778,192.168.1.9,156.154.202.36,TCP,78,53366  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1074020212 TSecr=0 SACK_PERM=1
26.847855,192.168.1.9,52.45.59.96,TLSv1.2,192,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
